"","year","journal","article","title","zenURL","zenName","dvURL","dvName"
"84",2018,"Economic Journal",62,"POLITICAL BUDGET CYCLES WITH INFORMED VOTERS: EVIDENCE FROM ITALY","https://doi.org/10.5281/zenodo.15261179","Data for: The Unequal Geography of Climate Change: Socio-Economic and Environmental Fragility in Southern Italy","https://doi.org/10.7910/DVN/MV9FEH","Replication Data for: Reducing Emissions and Air Pollution from Informal Brick Kilns: Evidence from Bangladesh"
"85",2018,"Econometrica",50,"PROVIDER INCENTIVES AND HEALTHCARE COSTS: EVIDENCE FROM LONG-TERM CARE HOSPITAL","https://doi.org/10.5061/dryad.3tx95x6nk","What drives poor quality of care for child diarrhea? Experimental evidence from India","https://doi.org/10.7910/DVN/I5WR1Z","A&T Bangladesh Urban Maternal Nutrition COVID Phone Survey 2020:  Healthcare Providers"
"86",2018,"Journal of Urban Economics",37,"Partial fiscal decentralization reforms and educational outcomes: A difference-in-differences analysis for Spain","https://doi.org/10.5281/zenodo.19339168","THE IMPORTANCE OF FEES IN THE FORMATION OF LOCAL BUDGET REVENUES IN UZBEKISTAN","https://doi.org/10.7910/DVN/ENG0IY","Replication Data for: Zika Epidemic and Birth Rates in Brazil"
"87",2018,"Journal of Financial Economics",83,"Patent collateral, investor commitment, and the market for venture lending","https://doi.org/10.5281/zenodo.17634660","AN EMPIRICAL INVESTIGATION OF CAPITAL AVAILABILITY IN UZBEKISTAN: FINANCING CONSTRAINTS AND THEIR IMPACT ON CORPORATE LEVERAGE DYNAMICS","https://doi.org/10.7910/DVN/26653","""Racial and Spatial Targeting: Segregation and Subprime Lending within and across Metropolitan Areas"
"88",2015,"Review of Financial Studies",13,"Playing the Devil�s Advocate: The Causal Effect of Risk Management on Loan Quality","https://doi.org/10.5281/zenodo.17311273","Asset Structure Data","https://doi.org/10.7910/DVN/SN7LJC","PPR Study"
"89",2018,"Journal of Political Economy",35,"Positive Spillovers and Free Riding in Advertising of Prescription Pharmaceuticals: The Case of Antidepressants","https://doi.org/10.5281/zenodo.7011528","Self-medication for anxiety symptoms in the context of COVID-19, in users who go to a drugstore in Los Olivos, Lima-2021","https://doi.org/10.7910/DVN/ACQ5SZ","Dynamic spatial spillover effects of financial agglomeration on CO2 emissions: The case of China"
"90",2015,"Review of Financial Studies",58,"Post-Earnings-Announcement Drift in Global Markets: Evidence from an Information Shock","https://doi.org/10.5061/dryad.db0r1","Data from: Effects of 16S rDNA sampling on estimates of the number of endosymbiont lineages in sucking lice","https://doi.org/10.7910/DVN/TMHHYY","Online Appendices for The Globalization Backlash Revisited: Evidence from the United States"
"91",2015,"AEJ: Applied Economics",23,"Professors in Core Science Fields Are Not Always Biased against Women: Evidence from France","https://doi.org/10.5281/zenodo.17713057","Gender Gaps at the Academies","https://doi.org/10.3886/E113601V1","Replication data for: Professors in Core Science Fields Are Not Always Biased against Women: Evidence from France"
"92",2015,"Journal of Development Economics",43,"Protecting child nutritional status in the aftermath of a financial crisis: Evidence from Indonesia","https://doi.org/10.3389/fnut.2022.858206","Adherence to the Mediterranean Diet and Risk of Metabolically Unhealthy Obesity in Women: A Cross-Sectional Study","https://doi.org/10.7910/DVN/XFI82P","Replication Data for: Slow Disaster, Immediate Accountability: Evidence from Uruguay's 2023 Water Crisis"
"93",2018,"Journal of Political Economy",32,"Public Insurance and Mortality: Evidence from Medicaid Implementation","https://doi.org/10.5281/zenodo.19107105","SOCIO-ECONOMIC SIGNIFICANCE OF IMPLEMENTING HEALTH INSURANCE","https://doi.org/10.7910/DVN/M9QRV0","Mortality from lung cancer in Latin America and the Caribbean - WHO"
"94",2015,"Journal of Public Economics",80,"Public child care and mothers' labor supply�Evidence from two quasi-experiments","https://doi.org/10.5061/dryad.rfj6q57dh","Girls in early childhood increase food returns of nursing women during subsistence activities of the BaYaka in the Republic of Congo","https://doi.org/10.7910/DVN/5TAWLA","Part 1: Replication Data for Parental Labor Supply: Evidence from Minimum Wage Changes"
"95",2015,"Quarterly Journal of Economics",38,"REGULATING CONSUMER FINANCIAL PRODUCTS: EVIDENCE FROM CREDIT CARDS","https://doi.org/10.5281/zenodo.20350138","KEY AREAS OF REGULATION IN INTERNATIONAL CREDIT RELATIONS","https://doi.org/10.7910/DVN/5XNQBO","Replication Data for: “Experimental Evidence on the Financial Consequences of International Organization Legitimacy”"
"96",2015,"Review of Economics and Statistics",513,"RETRACTIONS","https://doi.org/10.5281/zenodo.18294749","Mapping Academic Integrity: Annual Publication and Retraction by Topic","https://doi.org/10.7910/DVN/27626","Replication data for: Retractions"
"97",2015,"Review of Financial Studies",10,"Restraining Overconfident CEOs through Improved Governance: Evidence from the Sarbanes-Oxley Act","https://doi.org/10.5281/zenodo.20472326","КОРРУПЦИЯ КАК ФАКТОР УГРОЗЫ УСТОЙЧИВОМУ РАЗВИТЮ","https://doi.org/10.7910/DVN/4UXYOX","Replication data for: Influence of improved supply on household electricity consumption - Evidence from rural India"
"98",2018,"Economic Journal",101,"SANITATION, DISEASE EXTERNALITIES AND ANAEMIA: EVIDENCE FROM NEPAL",NA,NA,NA,NA
"99",2018,"Review of Economics and Statistics",51,"SHOPS AND THE CITY: EVIDENCE ON LOCAL EXTERNALITIES AND LOCAL GOVERNMENT POLICY FROM BIG-BOX BANKRUPTCIES",NA,NA,"https://doi.org/10.7910/DVN/GEI4YW","Replication data for: ""Shops and the City: Evidence on Local Externalities and Local Government Policy from Big-Box Bankruptcies"""
"100",2018,"Review of Financial Studies",6,"Shareholder-Creditor Conflict and Payout Policy: Evidence from Mergers between Lenders and Shareholders","https://doi.org/10.5281/zenodo.19374288","Datasets for, 'Beyond the Brightest: A Deep Learning Approach to Identifying Major and Minor Galaxy Mergers in CANDELS at z ∼ 1'","https://doi.org/10.7910/DVN/R3QIWX","The Moderating Effect of Democracy on Climate-Induced Social Conflict: Evidence from Indian Districts"
"101",2015,"Journal of Labor Economics",16,"Small Differences That Matter: Mistakes in Applying to College","https://doi.org/10.5061/dryad.r5j0s3n","Data from: Applying modern coexistence theory to priority effects","https://doi.org/10.7910/DVN/9K2J6R","Replication Data for: Entrained debris records regrowth of the Greenland Ice Sheet after the last interglacial"
"102",2015,"Journal of Public Economics",47,"Social identity and inequality: The impact of China's hukou system","https://doi.org/10.5281/zenodo.17236057","Regression models table for Generation Z's Climate and Energy Policy Preferences","https://doi.org/10.7910/DVN/DVHUYM","Replication Material"
"103",2018,"Review of Financial Studies",1,"Spillovers from Costly Credit","https://doi.org/10.5281/zenodo.19810562","Zombie Banks, Competition, and the Deterioration of Credit Quality: Evidence from Rural Bank-Level NPL Dynamics in Indonesia","https://doi.org/10.7910/DVN/NBDGU4","Tables - Econometric Results"
"104",2015,"Journal of Labor Economics",35,"State Merit Aid Programs and College Major: A Focus on STEM","https://doi.org/10.5281/zenodo.14999114","Replication package for ""A Retrospective Study of State Aid Control in the German Broadband Market""","https://doi.org/10.7910/DVN/D4DUHD","Coded focus group transcripts"
"105",2018,"American Economic Review",56,"Strategic Patient Discharge: The Case of Long-Term Care Hospitals","https://doi.org/10.5281/zenodo.10296656","Hospital","https://doi.org/10.7910/DVN/AWJNET","Korneyev A. V., Kuchumova E. A. Data base “Forecast for major economic indicators for the USA, 1997–2010: functional approximation of analytic trends” / Ed. by V. I. Sokolov. – [2nd edition, revised and enlarged]. – Moscow : The Institute for the US and Canadian Studies of the Russian Academy of Sciences, 1997. – 49 pp. – Text. – (Econometric database, in Russian)."
"106",2018,"AEJ: Economic Policy",13,"Supply-Side Drug Policy in the Presence of Substitutes: Evidence from the Introduction of Abuse-Deterrent Opioids�","https://doi.org/10.5281/zenodo.3581336","IO Islamic 137. Żafarnâma, History of Timûr","https://doi.org/10.3886/E114713V1-24495","Replication data for: Supply-Side Drug Policy in the Presence of Substitutes: Evidence from the Introduction of Abuse-Deterrent Opioids"
"107",2015,"Review of Economics and Statistics",109,"THE IMPACT OF AGE PENSION ELIGIBILITY AGE ON RETIREMENT AND PROGRAM DEPENDENCE: EVIDENCE FROM AN AUSTRALIAN EXPERIMENT","https://doi.org/10.5281/zenodo.14991109","High-resolution analysis of power plant land requirements for GODEEEP","https://doi.org/10.7910/DVN/RBN47R","International Social Security System Database"
"108",2018,"Journal of the European Economic Association",7,"THE IMPACT OF TRADE AGREEMENTS ON CONSUMERWELFARE�EVIDENCE FROM THE EU COMMON EXTERNAL TRADE POLICY","https://doi.org/10.5281/zenodo.7633310","New1_Korespondensi Propagation of Economic Shocks from the United States, China, The European Union, and Japan to Selected Asian Economies: Does the Global Value Chain Matters?","https://doi.org/10.7910/DVN/XEZXT4","Extended Results from the International Model for Policy Analysis of Agricultural Commodities and Trade (IMPACT version 3.2.1) for Sulser et al (2015)"
"109",2018,"Quarterly Journal of Economics",19,"THE MORALE EFFECTS OF PAY INEQUALITY","https://doi.org/10.5061/dryad.z08kprrht","Exploring the effect of industrial agglomeration on income inequality in China","https://doi.org/10.7910/DVN/VUUZJK","Replication Data for: 'The Morale Effects of Pay Inequality'"
"110",2018,"Economic Journal",32,"THE POLITICAL ECONOMY OF FINANCIAL SYSTEMS: EVIDENCE FROM SUFFRAGE REFORMS IN THE LAST TWO CENTURIES","https://doi.org/10.5281/zenodo.19695632","THE IMPACT OF THE GLOBAL POLITICAL SITUATION ON THE GLOBAL ECONOMY","https://doi.org/10.7910/DVN/ZQ5EA3","Survey Questionnaire Translated - Survey Experiment"
"111",2015,"Journal of the European Economic Association",206,"THE WELFARE COST OF LAWLESSNESS: EVIDENCE FROM SOMALI PIRACY","https://doi.org/10.5281/zenodo.11380099","Data tables: NDSHS 2022-2023 - 3. Electronic cigarettes and vapes","https://doi.org/10.7910/DVN/TMHHYY","Online Appendices for The Globalization Backlash Revisited: Evidence from the United States"
"112",2018,"Quarterly Journal of Economics",35,"TRANSPARENCY AND DELIBERATION WITHIN THE","https://doi.org/10.5281/zenodo.20461171","Resilient Consumer Behavior in Social Commerce Ecosystems: How Creator Credibility, Platform Governance, and Risk-Induced Deliberation Shape Responsible Digital Purchasing on TikTok Shop","https://doi.org/10.7910/DVN/XAR1WZ","Replication Data for: 'Transparency and Deliberation within the FOMC: a Computational Linguistics Approach'"
"113",2015,"Journal of Financial Intermediation",18,"Taming the herd? Foreign banks, the Vienna Initiative and crisis transmission","https://doi.org/10.5281/zenodo.20235826","Robert Stewart at The National Portrait Gallery, London","https://doi.org/10.7910/DVN/26474","Immigration Judges and U.S. Asylum Policy"
"114",2018,"Journal of Financial Economics",11,"Taxation and executive compensation: Evidence from stock options","https://doi.org/10.5281/zenodo.6396135","United Kingdom results from the monitoring of pesticide residues in food","https://doi.org/10.7910/DVN/7LSV7A","OPTIONS: Knowledge, Attitudes and Practices Survey with Providers of Pre-Exposure Prophylaxis - South Africa"
"115",2015,"AEJ: Economic Policy",35,"Taxes on the Internet: Deterrence Effects of Public Disclosure","https://doi.org/10.5281/zenodo.7302007","Green taxes as ecosystem conservation: an analysis of the industrial sector's view in Peru","https://doi.org/10.7910/DVN/HL8HCA","Can Deliberative Minipublics Influence Public Opinion? Theory and Experimental Evidence"
"116",2018,"Journal of Labor Economics",25,"Taxing Childcare: Effects on Childcare Choices, Family Labor Supply, and Children","https://doi.org/10.5281/zenodo.7989063","The Impact of Childcare Availability on Maternal Employment: Evidence from Czech Municipalities","https://doi.org/10.7910/DVN/ZFAGJP","Replication Data for: ""When choice matters: the asymmetric effects of precommitment implementation on healthy food choice"""
"117",2018,"American Economic Review",40,"Team-Specific Capital and Innovation","https://doi.org/10.5281/zenodo.7681049","I-MSV 2022: Indic-Multilingual and Multi-sensor Speaker Verification Challenge","https://doi.org/10.7910/DVN/CLU73H","Replication Data for: Demographics, Innovation, and Cross-Border R&D Capital Allocation"
"118",2018,"American Economic Review",24,"The Costs of Patronage: Evidence from the British Empire","https://doi.org/10.5281/zenodo.12582521","DHNB2024 Catalogues as data workshop materials","https://doi.org/10.7910/DVN/VC6ZEU","Anonymized Patronage Dataset"
"119",2018,"Journal of Political Economy",2,"The Determinants of Racial Differences in Parenting Practices","https://doi.org/10.5281/zenodo.5786374","Dataset - paper: Are food parenting practices gendered?","https://doi.org/10.7910/DVN/S4U2V0","Practical Considerations and Strategies for Collecting Data on Implementation Determinants in Low Resource Healthcare Settings"
"120",2015,"AEJ: Economic Policy",17,"The Economics of Nationalism","https://doi.org/10.5281/zenodo.17853509","WORM metadata","https://doi.org/10.7910/DVN/ASYFS2","Worker Representation and Participation Survey (WRPS) Wave1, 1994"
"121",2018,"AEJ: Economic Policy",28,"The Effect of Corporate Taxation on Investment and Financial Policy: Evidence from the DPAD","https://doi.org/10.5281/zenodo.19926740","CORPORATE INCOME TAX AND ITS IMPACT ON THE FINANCIAL AND ECONOMIC ACTIVITIES OF ENTERPRISES IN UZBEKISTAN","https://doi.org/10.7910/DVN/XWH7ZE","Replication Data and Code for Corporate Culture: Evidence from the Field"
"122",2018,"AEJ: Economic Policy",19,"The Effect of Prescription Drug Monitoring Programs on Opioid Utilization in Medicare","https://doi.org/10.5061/dryad.br42r","Data from: Characterizing the interaction between physicians, pharmacists and pharmaceutical representatives in a middle-income country: a qualitative study","https://doi.org/10.7910/DVN/PQ7IUE","Monitoring data from pilot introductions of DMPA-SC in Burkina Faso, Niger, Senegal and Uganda"
